Date,Open,Close
2017-07-04,2561.0,2601.639892578125
2017-07-05,2602.8701171875,2601.989990234375
2017-07-06,2608.10009765625,2608.56005859375
2017-07-07,2608.590087890625,2518.659912109375
2017-07-08,2520.27001953125,2571.340087890625
2017-07-09,2572.610107421875,2518.43994140625
2017-07-10,2525.25,2372.56005859375
2017-07-11,2385.889892578125,2337.7900390625
2017-07-12,2332.77001953125,2398.840087890625
2017-07-13,2402.699951171875,2357.89990234375
2017-07-14,2360.590087890625,2233.340087890625
2017-07-15,2230.1201171875,1998.8599853515625
2017-07-16,1991.97998046875,1929.8199462890625
2017-07-17,1932.6199951171875,2228.409912109375
2017-07-18,2233.52001953125,2318.8798828125
2017-07-19,2323.080078125,2273.429931640625
2017-07-20,2269.889892578125,2817.60009765625
2017-07-21,2838.409912109375,2667.760009765625
2017-07-22,2668.6298828125,2810.1201171875
2017-07-23,2808.10009765625,2730.39990234375
2017-07-24,2732.699951171875,2754.860107421875
2017-07-25,2757.5,2576.47998046875
2017-07-26,2577.77001953125,2529.449951171875
2017-07-27,2538.7099609375,2671.780029296875
2017-07-28,2679.72998046875,2809.010009765625
2017-07-29,2807.02001953125,2726.449951171875
2017-07-30,2724.389892578125,2757.179931640625
2017-07-31,2763.239990234375,2875.340087890625
2017-08-01,2871.300048828125,2718.260009765625
2017-08-02,2727.1298828125,2710.669921875
2017-08-03,2709.56005859375,2804.72998046875
2017-08-04,2806.929931640625,2895.889892578125
2017-08-05,2897.6298828125,3252.909912109375
2017-08-06,3257.610107421875,3213.93994140625
2017-08-07,3212.780029296875,3378.93994140625
2017-08-08,3370.219970703125,3419.93994140625
2017-08-09,3420.39990234375,3342.469970703125
2017-08-10,3341.840087890625,3381.280029296875
2017-08-11,3373.820068359375,3650.6201171875
2017-08-12,3650.6298828125,3884.7099609375
2017-08-13,3880.0400390625,4073.260009765625
2017-08-14,4066.10009765625,4325.1298828125
2017-08-15,4326.990234375,4181.93017578125
2017-08-16,4200.33984375,4376.6298828125
2017-08-17,4384.43994140625,4331.68994140625
2017-08-18,4324.33984375,4160.6201171875
2017-08-19,4137.75,4193.7001953125
2017-08-20,4189.31005859375,4087.659912109375
2017-08-21,4090.47998046875,4001.739990234375
2017-08-22,3998.35009765625,4100.52001953125
2017-08-23,4089.010009765625,4151.52001953125
2017-08-24,4137.60009765625,4334.68017578125
2017-08-25,4332.81982421875,4371.60009765625
2017-08-26,4372.06005859375,4352.39990234375
2017-08-27,4345.10009765625,4382.8798828125
2017-08-28,4384.4501953125,4382.66015625
2017-08-29,4389.2099609375,4579.02001953125
2017-08-30,4570.35986328125,4565.2998046875
2017-08-31,4555.58984375,4703.39013671875
2017-09-01,4701.759765625,4892.009765625
2017-09-02,4901.419921875,4578.77001953125
2017-09-03,4585.27001953125,4582.9599609375
2017-09-04,4591.6298828125,4236.31005859375
2017-09-05,4228.2900390625,4376.52978515625
2017-09-06,4376.58984375,4597.1201171875
2017-09-07,4589.14013671875,4599.8798828125
2017-09-08,4605.16015625,4228.75
2017-09-09,4229.81005859375,4226.06005859375
2017-09-10,4229.33984375,4122.93994140625
2017-09-11,4122.47021484375,4161.27001953125
2017-09-12,4168.8798828125,4130.81005859375
2017-09-13,4131.97998046875,3882.590087890625
2017-09-14,3875.3701171875,3154.949951171875
2017-09-15,3166.300048828125,3637.52001953125
2017-09-16,3637.75,3625.0400390625
2017-09-17,3606.280029296875,3582.8798828125
2017-09-18,3591.090087890625,4065.199951171875
2017-09-19,4073.7900390625,3924.969970703125
2017-09-20,3916.360107421875,3905.949951171875
2017-09-21,3901.469970703125,3631.0400390625
2017-09-22,3628.02001953125,3630.699951171875
2017-09-23,3629.919921875,3792.39990234375
2017-09-24,3796.14990234375,3682.840087890625
2017-09-25,3681.580078125,3926.070068359375
2017-09-26,3928.409912109375,3892.35009765625
2017-09-27,3892.93994140625,4200.669921875
2017-09-28,4197.1298828125,4174.72998046875
2017-09-29,4171.6201171875,4163.06982421875
2017-09-30,4166.10986328125,4338.7099609375
2017-10-01,4341.0498046875,4403.740234375
2017-10-02,4395.81005859375,4409.31982421875
2017-10-03,4408.4599609375,4317.47998046875
2017-10-04,4319.3701171875,4229.35986328125
2017-10-05,4229.8798828125,4328.41015625
2017-10-06,4324.4599609375,4370.81005859375
2017-10-07,4369.35009765625,4426.89013671875
2017-10-08,4429.669921875,4610.47998046875
2017-10-09,4614.52001953125,4772.02001953125
2017-10-10,4776.2099609375,4781.990234375
2017-10-11,4789.25,4826.47998046875
2017-10-12,4829.580078125,5446.91015625
2017-10-13,5464.16015625,5647.2099609375
2017-10-14,5643.52978515625,5831.7900390625
2017-10-15,5835.9599609375,5678.18994140625
2017-10-16,5687.56982421875,5725.58984375
2017-10-17,5741.580078125,5605.509765625
2017-10-18,5603.81982421875,5590.68994140625
2017-10-19,5583.740234375,5708.52001953125
2017-10-20,5708.10986328125,6011.4501953125
2017-10-21,5996.7900390625,6031.60009765625
2017-10-22,6036.66015625,6008.419921875
2017-10-23,6006.0,5930.31982421875
2017-10-24,5935.52001953125,5526.64013671875
2017-10-25,5524.60009765625,5750.7998046875
2017-10-26,5747.9501953125,5904.830078125
2017-10-27,5899.740234375,5780.89990234375
2017-10-28,5787.81982421875,5753.08984375
2017-10-29,5754.43994140625,6153.85009765625
2017-10-30,6114.85009765625,6130.52978515625
2017-10-31,6132.02001953125,6468.39990234375
2017-11-01,6440.97021484375,6767.31005859375
2017-11-02,6777.77001953125,7078.5
2017-11-03,7087.52978515625,7207.759765625
2017-11-04,7164.47998046875,7379.9501953125
2017-11-05,7404.52001953125,7407.41015625
2017-11-06,7403.22021484375,7022.759765625
2017-11-07,7023.10009765625,7144.3798828125
2017-11-08,7141.3798828125,7459.68994140625
2017-11-09,7446.830078125,7143.580078125
2017-11-10,7173.72998046875,6618.14013671875
2017-11-11,6618.60986328125,6357.60009765625
2017-11-12,6295.4501953125,5950.06982421875
2017-11-13,5938.25,6559.490234375
2017-11-14,6561.47998046875,6635.75
2017-11-15,6634.759765625,7315.5400390625
2017-11-16,7323.240234375,7871.68994140625
2017-11-17,7853.56982421875,7708.990234375
2017-11-18,7697.2099609375,7790.14990234375
2017-11-19,7766.02978515625,8036.490234375
2017-11-20,8039.06982421875,8200.6396484375
2017-11-21,8205.740234375,8071.259765625
2017-11-22,8077.9501953125,8253.5498046875
2017-11-23,8232.3798828125,8038.77001953125
2017-11-24,8074.02001953125,8253.6904296875
2017-11-25,8241.7099609375,8790.919921875
2017-11-26,8789.0400390625,9330.5498046875
2017-11-27,9352.7197265625,9818.349609375
2017-11-28,9823.4296875,10058.7998046875
2017-11-29,10077.400390625,9888.6103515625
2017-11-30,9906.7900390625,10233.599609375
2017-12-01,10198.599609375,10975.599609375
2017-12-02,10978.2998046875,11074.599609375
2017-12-03,11082.7001953125,11323.2001953125
2017-12-04,11315.400390625,11657.2001953125
2017-12-05,11685.7001953125,11916.7001953125
2017-12-06,11923.400390625,14291.5
2017-12-07,14266.099609375,17899.69921875
2017-12-08,17802.900390625,16569.400390625
2017-12-09,16523.30078125,15178.2001953125
2017-12-10,15168.400390625,15455.400390625
2017-12-11,15427.400390625,16936.80078125
2017-12-12,16919.80078125,17415.400390625
2017-12-13,17500.0,16408.19921875
2017-12-14,16384.599609375,16564.0
2017-12-15,16601.30078125,17706.900390625
2017-12-16,17760.30078125,19497.400390625
2017-12-17,19475.80078125,19140.80078125
2017-12-18,19106.400390625,19114.19921875
2017-12-19,19118.30078125,17776.69921875
2017-12-20,17760.30078125,16624.599609375
2017-12-21,16642.400390625,15802.900390625
2017-12-22,15898.0,13831.7998046875
2017-12-23,13948.7001953125,14699.2001953125
2017-12-24,14608.2001953125,13925.7998046875
2017-12-25,13995.900390625,14026.599609375
2017-12-26,14036.599609375,16099.7998046875
2017-12-27,16163.5,15838.5
2017-12-28,15864.099609375,14606.5
2017-12-29,14695.7998046875,14656.2001953125
2017-12-30,14681.900390625,12952.2001953125
2017-12-31,12897.7001953125,14156.400390625
2018-01-01,14112.2001953125,13657.2001953125
2018-01-02,13625.0,14982.099609375
2018-01-03,14978.2001953125,15201.0
2018-01-04,15270.7001953125,15599.2001953125
2018-01-05,15477.2001953125,17429.5
2018-01-06,17462.099609375,17527.0
2018-01-07,17527.30078125,16477.599609375
2018-01-08,16476.19921875,15170.099609375
2018-01-09,15123.7001953125,14595.400390625
2018-01-10,14588.5,14973.2998046875
2018-01-11,14968.2001953125,13405.7998046875
2018-01-12,13453.900390625,13980.599609375
2018-01-13,13952.400390625,14360.2001953125
2018-01-14,14370.7998046875,13772.0
2018-01-15,13767.2998046875,13819.7998046875
2018-01-16,13836.099609375,11490.5
2018-01-17,11431.099609375,11188.599609375
2018-01-18,11198.7998046875,11474.900390625
2018-01-19,11429.7998046875,11607.400390625
2018-01-20,11656.2001953125,12899.2001953125
2018-01-21,12889.2001953125,11600.099609375
2018-01-22,11633.099609375,10931.400390625
2018-01-23,10944.5,10868.400390625
2018-01-24,10903.400390625,11359.400390625
2018-01-25,11421.7001953125,11259.400390625
2018-01-26,11256.0,11171.400390625
2018-01-27,11174.900390625,11440.7001953125
2018-01-28,11475.2998046875,11786.2998046875
2018-01-29,11755.5,11296.400390625
2018-01-30,11306.7998046875,10106.2998046875
2018-01-31,10108.2001953125,10221.099609375
2018-02-01,10237.2998046875,9170.5400390625
2018-02-02,9142.2802734375,8830.75
2018-02-03,8852.1201171875,9174.91015625
2018-02-04,9175.7001953125,8277.009765625
2018-02-05,8270.5400390625,6955.27001953125
2018-02-06,7051.75,7754.0
2018-02-07,7755.490234375,7621.2998046875
2018-02-08,7637.85986328125,8265.58984375
2018-02-09,8271.83984375,8736.98046875
