Date,Ticker,Open,Close
2019-12-04,URNM,23.053605996452045,23.132469177246094
2019-12-05,URNM,23.117797956064074,23.363557815551758
2019-12-06,URNM,23.493774285974197,23.65883445739746
2019-12-09,URNM,23.768876765828107,23.26268768310547
2019-12-10,URNM,23.237010327845404,23.290197372436523
2019-12-11,URNM,23.292030482585243,23.42316246032715
2019-12-12,URNM,23.713854847434707,23.557044982910156
2019-12-13,URNM,23.55796326599832,23.472681045532227
2019-12-16,URNM,23.64966538836402,23.428665161132812
2019-12-17,URNM,23.310370611450125,23.191160202026367
2019-12-18,URNM,23.200327865984704,23.486434936523438
2019-12-19,URNM,23.521281537939636,23.450672149658203
2019-12-20,URNM,23.556128599237304,23.356220245361328
2019-12-23,URNM,23.47543205928357,23.62490463256836
2019-12-24,URNM,23.743198879959998,23.60014533996582
2019-12-26,URNM,23.74136377801949,23.833065032958984
2019-12-27,URNM,23.833064652262998,23.900922775268555
2019-12-30,URNM,24.007298192726218,23.95227813720703
2019-12-31,URNM,23.99170869454134,23.988040924072266
2020-01-02,URNM,24.08982779527113,24.06231689453125
2020-01-03,URNM,24.025639362600735,24.14484977722168
2020-01-06,URNM,24.140264078204755,24.24571990966797
2020-01-07,URNM,24.07515481177549,23.76428985595703
2020-01-08,URNM,23.612983178988056,23.590974807739258
2020-01-09,URNM,23.617567320330352,23.29844856262207
2020-01-10,URNM,23.314955460530246,23.383731842041016
2020-01-13,URNM,23.567134930084755,23.576303482055664
2020-01-14,URNM,23.56805020412227,23.521282196044922
2020-01-15,URNM,23.54879444192277,23.328712463378906
2020-01-16,URNM,23.521282488576897,23.534120559692383
2020-01-17,URNM,23.612982891464245,23.41124153137207
2020-01-21,URNM,23.292030747480027,23.06277847290039
2020-01-22,URNM,23.062777178876022,23.00408935546875
2020-01-23,URNM,22.906886310335953,22.708812713623047
2020-01-24,URNM,22.787676251360267,22.475893020629883
2020-01-27,URNM,22.127427708429295,21.944026947021484
2020-01-28,URNM,22.05406633090651,21.833984375
2020-01-29,URNM,21.778965654551527,21.641414642333984
2020-01-30,URNM,21.32046208274218,21.604734420776367
2020-01-31,URNM,21.55888406047426,21.532291412353516
2020-02-03,URNM,21.687263345587777,22.008216857910156
2020-02-04,URNM,22.35209715680223,22.460304260253906
2020-02-05,URNM,22.48506386462288,22.544668197631836
2020-02-06,URNM,22.512571239403005,22.42087173461914
2020-02-07,URNM,22.42087171274706,22.338340759277344
2020-02-10,URNM,22.329171188639055,22.209959030151367
2020-02-11,URNM,22.154938182576245,22.6684627532959
2020-02-12,URNM,22.64095554359883,23.201248168945312
2020-02-13,URNM,23.090287991429104,23.08478546142578
2020-02-14,URNM,22.85461877073011,22.846364974975586
2020-02-18,URNM,22.8335251266694,22.686803817749023
2020-02-19,URNM,22.75099533163984,22.732656478881836
2020-02-20,URNM,22.650123596191406,22.650123596191406
2020-02-21,URNM,22.631783394111533,22.42087173461914
2020-02-24,URNM,22.136598418646262,21.71477508544922
2020-02-25,URNM,21.494693320592553,21.10679817199707
2020-02-26,URNM,21.104963060728878,20.84636688232422
2020-02-27,URNM,20.284241058696725,20.426376342773438
2020-02-28,URNM,19.935777952624473,20.198041915893555
2020-03-02,URNM,20.293410742133403,20.639123916625977
2020-03-03,URNM,21.13705956542607,20.738161087036133
2020-03-04,URNM,20.916974936176786,21.033435821533203
2020-03-05,URNM,20.68772516920678,20.64829444885254
2020-03-06,URNM,20.440132473899425,20.374107360839844
2020-03-09,URNM,19.47727198151431,18.65196418762207
2020-03-10,URNM,19.12880821981647,19.264524459838867
2020-03-11,URNM,18.817025850095103,18.19070816040039
2020-03-12,URNM,17.239769093183163,16.628124237060547
2020-03-13,URNM,17.193918544000073,17.122392654418945
2020-03-16,URNM,15.52496375455339,15.380075454711914
2020-03-17,URNM,16.20354961151799,16.49882698059082
2020-03-18,URNM,16.35027032508637,15.203092575073242
2020-03-19,URNM,14.296170919511663,15.473610877990723
2020-03-20,URNM,15.344313621520996,15.344313621520996
2020-03-23,URNM,15.350731920400285,14.938078880310059
2020-03-24,URNM,16.047659229047174,16.143028259277344
2020-03-25,URNM,16.13935959130527,16.8848876953125
2020-03-26,URNM,17.294793135527357,17.093050003051758
2020-03-27,URNM,17.230601358700657,17.06829071044922
2020-03-30,URNM,17.427756200605693,17.99721908569336
