Date,Open,Close,Ticker
2017-07-03,170.39999389648438,171.8000030517578,BRK-B
2017-07-05,172.05999755859375,171.85000610351562,BRK-B
2017-07-06,171.55999755859375,170.1999969482422,BRK-B
2017-07-07,170.83999633789062,171.13999938964844,BRK-B
2017-07-10,170.61000061035156,170.25,BRK-B
2017-07-11,169.94000244140625,169.24000549316406,BRK-B
2017-07-12,169.7899932861328,169.9199981689453,BRK-B
2017-07-13,170.05999755859375,169.69000244140625,BRK-B
2017-07-14,168.89999389648438,169.47000122070312,BRK-B
2017-07-17,169.44000244140625,170.16000366210938,BRK-B
2017-07-18,170.0399932861328,170.30999755859375,BRK-B
2017-07-19,170.30999755859375,171.1999969482422,BRK-B
2017-07-20,171.3300018310547,171.3300018310547,BRK-B
2017-07-21,171.57000732421875,171.33999633789062,BRK-B
2017-07-24,171.5,171.3699951171875,BRK-B
2017-07-25,172.14999389648438,172.94000244140625,BRK-B
2017-07-26,173.0,173.02000427246094,BRK-B
2017-07-27,173.1699981689453,173.0500030517578,BRK-B
2017-07-28,173.05999755859375,174.0,BRK-B
2017-07-31,174.6999969482422,174.97000122070312,BRK-B
2017-08-01,175.92999267578125,176.2899932861328,BRK-B
2017-08-02,176.2899932861328,177.85000610351562,BRK-B
2017-08-03,177.5,178.99000549316406,BRK-B
2017-08-04,179.8000030517578,179.9199981689453,BRK-B
2017-08-07,177.0399932861328,178.0399932861328,BRK-B
2017-08-08,177.7100067138672,176.42999267578125,BRK-B
2017-08-09,175.5,178.05999755859375,BRK-B
2017-08-10,177.1300048828125,176.36000061035156,BRK-B
2017-08-11,176.32000732421875,175.33999633789062,BRK-B
2017-08-14,176.75,177.2899932861328,BRK-B
2017-08-15,177.74000549316406,177.47000122070312,BRK-B
2017-08-16,178.1999969482422,178.5399932861328,BRK-B
2017-08-17,178.25,177.16000366210938,BRK-B
2017-08-18,176.57000732421875,177.55999755859375,BRK-B
2017-08-21,177.6199951171875,178.33999633789062,BRK-B
2017-08-22,178.5,180.4499969482422,BRK-B
2017-08-23,179.25,179.97999572753906,BRK-B
2017-08-24,179.97999572753906,178.42999267578125,BRK-B
2017-08-25,179.0,179.60000610351562,BRK-B
2017-08-28,179.77000427246094,178.6999969482422,BRK-B
2017-08-29,177.72000122070312,178.6199951171875,BRK-B
2017-08-30,178.7100067138672,180.35000610351562,BRK-B
2017-08-31,180.35000610351562,181.16000366210938,BRK-B
2017-09-01,181.60000610351562,180.72999572753906,BRK-B
2017-09-05,180.2899932861328,176.97999572753906,BRK-B
2017-09-06,177.35000610351562,176.7899932861328,BRK-B
2017-09-07,177.0500030517578,173.99000549316406,BRK-B
2017-09-08,173.89999389648438,175.5,BRK-B
2017-09-11,177.75,177.8699951171875,BRK-B
2017-09-12,178.0,178.6300048828125,BRK-B
2017-09-13,177.75999450683594,178.9199981689453,BRK-B
2017-09-14,178.8000030517578,178.57000732421875,BRK-B
2017-09-15,179.24000549316406,179.88999938964844,BRK-B
2017-09-18,180.5,181.47000122070312,BRK-B
2017-09-19,181.5,183.00999450683594,BRK-B
2017-09-20,183.3000030517578,183.82000732421875,BRK-B
2017-09-21,183.32000732421875,183.16000366210938,BRK-B
2017-09-22,182.6300048828125,181.86000061035156,BRK-B
2017-09-25,181.99000549316406,182.52000427246094,BRK-B
2017-09-26,182.5500030517578,181.86000061035156,BRK-B
2017-09-27,182.8699951171875,183.27000427246094,BRK-B
2017-09-28,183.39999389648438,183.2100067138672,BRK-B
2017-09-29,183.58999633789062,183.32000732421875,BRK-B
2017-10-02,183.4499969482422,185.41000366210938,BRK-B
2017-10-03,185.60000610351562,185.6699981689453,BRK-B
2017-10-04,186.1999969482422,185.8300018310547,BRK-B
2017-10-05,186.1699981689453,187.1199951171875,BRK-B
2017-10-06,187.1999969482422,187.42999267578125,BRK-B
2017-10-09,187.5,187.5,BRK-B
2017-10-10,187.4600067138672,188.0,BRK-B
2017-10-11,187.39999389648438,187.4600067138672,BRK-B
2017-10-12,187.6999969482422,186.3000030517578,BRK-B
2017-10-13,186.77000427246094,187.3699951171875,BRK-B
2017-10-16,188.0,187.9600067138672,BRK-B
2017-10-17,187.9600067138672,187.38999938964844,BRK-B
2017-10-18,187.75,187.85000610351562,BRK-B
2017-10-19,187.16000366210938,187.2100067138672,BRK-B
2017-10-20,187.75,189.0399932861328,BRK-B
2017-10-23,189.17999267578125,189.38999938964844,BRK-B
2017-10-24,189.9199981689453,189.77999877929688,BRK-B
2017-10-25,189.8300018310547,188.7100067138672,BRK-B
2017-10-26,189.64999389648438,188.61000061035156,BRK-B
2017-10-27,188.32000732421875,188.58999633789062,BRK-B
2017-10-30,188.02000427246094,187.85000610351562,BRK-B
2017-10-31,188.05999755859375,186.94000244140625,BRK-B
2017-11-01,188.10000610351562,187.1699981689453,BRK-B
2017-11-02,186.75,188.61000061035156,BRK-B
2017-11-03,188.1300048828125,187.27000427246094,BRK-B
2017-11-06,186.10000610351562,186.67999267578125,BRK-B
2017-11-07,187.22999572753906,186.3000030517578,BRK-B
